OBJECTID,PCR_HISTORY_ID,PCR_YEAR,PERP_YEAR,RATED_DATE,ODOT_DISTRICT,COUNTY_CD,NLFID,JURISDICTION,ROUTE_TYPE,ROUTE_NBR,ROUTE_SUFFIX,DIRECTION_CD,CTL_BEGIN,CTL_END,DIVIDED_HWY,FUNCTIONAL_CLASS,URBAN_AREA_CODE,AREA_TYPE,HPMS_SAMPLE_ID,LANES,MAINTENANCE_AUTHORITY,ACCESS_CONTROL,NHS,PRIORITY_SYSTEM,BASE_TYPE,SURFACE_TYPE,PAVE_TYPE,SURFACE_WIDTH,ROADWAY_WIDTH_NBR,PCR_NBR,TOT_PCR_DEDUCT_NBR,TOT_STRUCT_DEDUCT_NBR,TOT_CRACK_DEDUCT_NBR,TOT_RUT_DEDUCT_NBR,BASE_FAILURE,BASE_FAILURE_VALUE,BLEEDING,BLEEDING_VALUE,BLOCK_TRANS_CRK,BLOCK_TRANS_CRK_VALUE,BRICK_DETERIORATION,BRICK_DETER_VALUE,CORNER_BREAK,CORNER_BREAK_VALUE,CORRUGATION,CORRUGATION_VALUE,CROWN,CROWN_VALUE,CRACK_SEAL_DEFICIENCY,CRACK_SEAL_DEF_VALUE,DISCOLORATION,DISCOLORATION_VALUE,DRAINAGE,DRAINAGE_VALUE,DUST,DUST_VALUE,EDGE_CRACKING,EDGE_CRACKING_VALUE,FAULTING,FAULTING_VALUE,GRAVEL_LAYER,GRAVEL_LAYER_VALUE,JOINT_REF_CRK,JOINT_REF_CRK_VALUE,JOINT_SLT_DMG,JOINT_SLT_DMG_VALUE,JOINT_EROSION,JOINT_EROSION_VALUE,JOINT_SPALLING,JOINT_SPALLING_VALUE,LONGITUDINAL_JOINT_CRACKING,LONG_JOINT_CRK_VALUE,LONG_JOINT_SPAL,LONG_JOINT_SPAL_VALUE,LONGITUDINAL_CRACKING,LONG_CRACKING_VALUE,LOOSE_AGGREGATE,LOOSE_AGGREGATE_VALUE,MAP_CRACKING,MAP_CRACKING_VALUE,INTER_TRANS_CRK,INTER_TRANS_CRK_VALUE,PATCHING,PATCHING_VALUE,POPOUT,POPOUT_VALUE,POTHOLE,POTHOLE_VALUE,PRESSURE_DAMAGE,PRESSURE_DAMAGE_VALUE,PUMPING,PUMPING_VALUE,PUNCHOUT,PUNCHOUT_VALUE,RANDOM_CRACKING,RANDOM_CRACKING_VALUE,RAVELING,RAVELING_VALUE,RUTTING,RUTTING_VALUE,SURF_DIS_OR_DEBOND,SURF_DIS_DEBOND_VALUE,SETTLEMENT,SETTLEMENT_VALUE,SHATTERED_SLAB,SHATTERED_SLAB_VALUE,SPALLING,SPALLING_VALUE,SURFACE_DETERIORATION,SURFACE_DETER_VALUE,TRANSVERSE_CRK,TRANSVERSE_CRK_VALUE,TRANS_CRK_PL_CONC,TRANS_CRK_PL_CONC_VALUE,TRANS_CRK_RF_CONC,TRANS_CRK_RF_CONC_VALUE,THERMAL_CRACKING,THERMAL_CRACKING_VALUE,TRANS_CRK_UJ_BASE,TRANS_CK_UJ_BASE_VALUE,WASHBOARD,WASHBOARD_VALUE,WHEEL_TRACK_CRK,WHEEL_TRACK_CRK_VALUE,AADT_PASSENGER,AADT_TOTAL,AADT_BC_TRUCK,ESAL,AVG_IRI,LEFT_MUNI_NAME,CITY_NAME,LEFT_TWP_NAME,TOWNSHIP_NAME,created_user,created_date,last_edited_user,last_edited_date,Shape.STLength()
3889639,35e027194bdc402482a194a6b25bbd56,2019,2018,2019-06-20T00:00:00Z,7,MOT,SMOTSR00202**C,S,SR,00202,*,UP,2.07,2.37,N,3,22528,URBAN,NA,2,NA,3,N,U,T,G,COMP,42,50,87,12.6,2.8,2.8,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LE,3,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.6,NA,NA,NA,NA,9974,10388,413,NA,71,RIVERSIDE,RIVERSIDE,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,625.382119
3889643,f3b44db68dc94595bfe2974034afbff4,2019,2018,2019-07-10T00:00:00Z,9,PIK,SPIKSR00032**N,S,SR,00032,*,DOWN,16.08,19.92,Y,NA,NA,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,FLEX,NA,NA,82,18.25,5.45,10.25,0,NA,NA,NA,NA,LF,2.8,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,LO,3,NA,NA,NA,NA,44,NA,NA,SEAL,SEAL,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,7926.945531
3889644,d7ac764eedb64eee888fc092c6e9359e,2019,2018,2019-06-25T00:00:00Z,9,BRO,SBROUS00068**C,S,US,00068,*,UP,16.84,17.68,N,3,99999,RURAL,NA,2,NA,2,N,G,N,G,COMP,24,40,92,8.42,0,1.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7248,7717,468,NA,74,NA,NA,PLEASANT,PLEASANT,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,1734.768966
3889645,aeb982cd8580409c823348458e9e7d9b,2019,2018,2019-07-12T00:00:00Z,7,MER,SMERSR00029**N,S,SR,00029,*,DOWN,13.28,18.8,Y,NA,NA,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,FLEX,NA,NA,87,12.6,3.8,6.2,2.4,NA,NA,NA,NA,LF,2.8,NA,NA,NA,NA,NA,NA,NA,NA,F,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,JEFFERSON,JEFFERSON,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,11678.919379
3889646,6336e3bd65484f7ca2b17f67f585d9eb,2019,2018,2019-03-21T00:00:00Z,7,LOG,SLOGSR00235**C,S,SR,00235,*,UP,2.24,4.98,N,5,99999,RURAL,NA,2,NA,3,NA,G,I,G,FLEX,24,28,72,27.55,15,15.5,3,NA,NA,NA,NA,MO,3.5,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,HO,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3,LE,3,MO,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,5.25,2393,2828,434,NA,102,NA,NA,MIAMI,MIAMI,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,5769.679222
3889647,c7070e44404b46c49aacf29866134034,2019,2018,2019-07-17T00:00:00Z,4,STA,SSTASR00093**C,S,SR,00093,*,UP,19.24,20.64,N,3,13375,URBAN,NA,2,NA,3,N,G,I,G,COMP,22,28,98,2.4,2.4,2.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.6,NA,NA,NA,NA,7203,7616,411,NA,95,NA,NA,LAWRENCE,LAWRENCE,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,2976.876284
3889648,c09c0849d60c4b8bb8bf61e91315adc7,2019,2018,2019-07-23T00:00:00Z,4,STA,SSTAUS00062**C,S,US,00062,*,UP,8.5,9.3,N,3,13375,URBAN,NA,2,NA,3,N,G,L,G,FLEX,36,36,89,10.6,5.8,8.8,1.8,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,2.8,NA,NA,NA,NA,LO,3,6675,7693,1017,NA,139,NAVARRE,NAVARRE,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,1672.420527
3889649,8b1fac45fd1b4b6981f1b2aac9f64845,2019,2018,2019-06-20T00:00:00Z,7,MOT,SMOTSR00202**C,S,SR,00202,*,UP,4.88,5.82,N,3,22528,URBAN,NA,4,NA,3,N,U,I,G,FLEX,60,60,71,29.35,11.95,16.25,4.2,NA,NA,NA,NA,HO,5,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HO,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3,MO,4.2,NA,NA,LO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3.5,NA,NA,NA,NA,MO,5.25,16447,17408,961,NA,203,HUBER HEIGHTS,HUBER HEIGHTS,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,1966.267609
3889654,9a3036c22a4145618df32cb0223cf0ef,2019,2018,2019-09-24T00:00:00Z,1,HAR,SHARSR00037**C,S,SR,00037,*,UP,1.41,2.12,N,5,99999,RURAL,NA,2,NA,3,NA,G,I,G,FLEX,23,27,66,33.8,16.3,23.5,1.8,NA,NA,NA,NA,HF,7,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,MO,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HF,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HO,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,HO,7.5,1664,1770,106,32017,138,FOREST,FOREST,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,1505.034719
3889655,630c9875082d49489d491a0e8b4758d0,2019,2018,2019-04-18T00:00:00Z,8,WAR,SWARIR00071**N,S,IR,00071,*,DOWN,16.08,20.85,Y,NA,NA,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,COMP,NA,NA,68,32.44,5.04,12.24,3,NA,NA,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,F,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ME,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.4,NA,NA,NA,NA,LO,0.64,MO,1.8,NA,NA,NA,NA,LO,1,NA,NA,NA,NA,NA,NA,HF,8,LE,3,MF,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,WASHINGTON,WASHINGTON,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,9937.77008
3889656,d82094a010994b19b6786290198b5f68,2019,2018,2019-10-03T00:00:00Z,9,ROS,SROSSR00104**C,S,SR,00104,*,UP,17.41,17.61,N,5,99713,URBAN,NA,4,NA,2,NA,G,I,G,FLEX,60,80,86,13.75,5.45,8.25,0,NA,NA,NA,NA,LF,2.8,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,3,12182,12816,633,203641,67,NA,NA,UNION,UNION,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,420.965368
